country,date,label,value
Russia,2006-01-01,Área Agrícola,215463.0
Kazakhstan,2006-01-01,Área Agrícola,211435.6
India,2006-01-01,Área Agrícola,179620.0
Argentina,2006-01-01,Área Agrícola,129968.4
Mexico,2006-01-01,Área Agrícola,106570.0
South Africa,2006-01-01,Área Agrícola,96890.0
Canada,2006-01-01,Área Agrícola,53140.87
Indonesia,2006-01-01,Área Agrícola,53000.0
Colombia,2006-01-01,Área Agrícola,42174.0
Ukraine,2006-01-01,Área Agrícola,41266.0
Türkiye,2006-01-01,Área Agrícola,40492.687
France,2006-01-01,Área Agrícola,32346.0
Spain,2006-01-01,Área Agrícola,24743.7
United Kingdom,2006-01-01,Área Agrícola,17896.8
Germany,2006-01-01,Área Agrícola,16951.0
Poland,2006-01-01,Área Agrícola,15957.3
Chile,2006-01-01,Área Agrícola,15800.0
Romania,2006-01-01,Área Agrícola,13629.81
Italy,2006-01-01,Área Agrícola,13274.3
Philippines,2006-01-01,Área Agrícola,11790.0
New Zealand,2006-01-01,Área Agrícola,11375.0
Viet Nam,2006-01-01,Área Agrícola,10062.6
Hungary,2006-01-01,Área Agrícola,5808.9
Bulgaria,2006-01-01,Área Agrícola,5116.2
Japan,2006-01-01,Área Agrícola,4671.7
Ireland,2006-01-01,Área Agrícola,4260.53
Greece,2006-01-01,Área Agrícola,3843.27
Portugal,2006-01-01,Área Agrícola,3757.65
Czech Republic,2006-01-01,Área Agrícola,3565.98
Austria,2006-01-01,Área Agrícola,3239.9
Sweden,2006-01-01,Área Agrícola,3150.1
Lithuania,2006-01-01,Área Agrícola,2790.7
Denmark,2006-01-01,Área Agrícola,2712.3
Finland,2006-01-01,Área Agrícola,2300.5
Slovak Republic,2006-01-01,Área Agrícola,1939.3
Korea,2006-01-01,Área Agrícola,1901.992
Netherlands,2006-01-01,Área Agrícola,1899.3
Iceland,2006-01-01,Área Agrícola,1881.0
Latvia,2006-01-01,Área Agrícola,1855.3
Costa Rica,2006-01-01,Área Agrícola,1815.0
Switzerland,2006-01-01,Área Agrícola,1549.06
Belgium,2006-01-01,Área Agrícola,1382.4
Croatia,2006-01-01,Área Agrícola,1201.76
Norway,2006-01-01,Área Agrícola,1034.5
Estonia,2006-01-01,Área Agrícola,898.5
Slovenia,2006-01-01,Área Agrícola,490.6
Israel,2006-01-01,Área Agrícola,285.1
Cyprus,2006-01-01,Área Agrícola,149.5
Luxembourg,2006-01-01,Área Agrícola,129.0
Malta,2006-01-01,Área Agrícola,10.33
China (People's Republic of),2007-01-01,Área Agrícola,528451.756
Australia,2007-01-01,Área Agrícola,425449.339
United States,2007-01-01,Área Agrícola,413537.0
Brazil,2007-01-01,Área Agrícola,230392.6
Russia,2007-01-01,Área Agrícola,215494.0
Kazakhstan,2007-01-01,Área Agrícola,210851.4
India,2007-01-01,Área Agrícola,179757.0
Argentina,2007-01-01,Área Agrícola,127046.9
Mexico,2007-01-01,Área Agrícola,106700.0
South Africa,2007-01-01,Área Agrícola,97108.0
Canada,2007-01-01,Área Agrícola,54577.783
Indonesia,2007-01-01,Área Agrícola,54000.0
Colombia,2007-01-01,Área Agrícola,42436.0
Ukraine,2007-01-01,Área Agrícola,41292.0
Türkiye,2007-01-01,Área Agrícola,39504.687
France,2007-01-01,Área Agrícola,29413.9
Spain,2007-01-01,Área Agrícola,25003.0
United Kingdom,2007-01-01,Área Agrícola,17737.1
Germany,2007-01-01,Área Agrícola,16954.3
Chile,2007-01-01,Área Agrícola,15732.0
Poland,2007-01-01,Área Agrícola,15477.2
Italy,2007-01-01,Área Agrícola,14490.3
Romania,2007-01-01,Área Agrícola,13633.81
Philippines,2007-01-01,Área Agrícola,12010.0
New Zealand,2007-01-01,Área Agrícola,11604.0
Viet Nam,2007-01-01,Área Agrícola,10240.8
Hungary,2007-01-01,Área Agrícola,5807.1
Bulgaria,2007-01-01,Área Agrícola,5100.8
Japan,2007-01-01,Área Agrícola,4649.9
Ireland,2007-01-01,Área Agrícola,4275.89
Greece,2007-01-01,Área Agrícola,3968.66
Portugal,2007-01-01,Área Agrícola,3660.98
Czech Republic,2007-01-01,Área Agrícola,3596.72
Austria,2007-01-01,Área Agrícola,3238.6
Sweden,2007-01-01,Área Agrícola,3120.9
Lithuania,2007-01-01,Área Agrícola,2695.9
Denmark,2007-01-01,Área Agrícola,2694.5
Finland,2007-01-01,Área Agrícola,2255.3
Slovak Republic,2007-01-01,Área Agrícola,1930.6
Korea,2007-01-01,Área Agrícola,1896.946
Netherlands,2007-01-01,Área Agrícola,1886.4
Iceland,2007-01-01,Área Agrícola,1880.0
Latvia,2007-01-01,Área Agrícola,1839.2
Costa Rica,2007-01-01,Área Agrícola,1800.0
Switzerland,2007-01-01,Área Agrícola,1545.96
Belgium,2007-01-01,Área Agrícola,1370.3
Croatia,2007-01-01,Área Agrícola,1289.09
Norway,2007-01-01,Área Agrícola,1032.0
Estonia,2007-01-01,Área Agrícola,914.7
Slovenia,2007-01-01,Área Agrícola,498.47
Israel,2007-01-01,Área Agrícola,293.2
Luxembourg,2007-01-01,Área Agrícola,130.9
Cyprus,2007-01-01,Área Agrícola,126.51
Malta,2007-01-01,Área Agrícola,10.33
China (People's Republic of),2008-01-01,Área Agrícola,529038.6
Australia,2008-01-01,Área Agrícola,417287.559
United States,2008-01-01,Área Agrícola,415311.0
Brazil,2008-01-01,Área Agrícola,231113.4
Russia,2008-01-01,Área Agrícola,215494.0
Kazakhstan,2008-01-01,Área Agrícola,210783.3
India,2008-01-01,Área Agrícola,180068.0
Argentina,2008-01-01,Área Agrícola,124328.4
Mexico,2008-01-01,Área Agrícola,103355.0
South Africa,2008-01-01,Área Agrícola,96988.0
Indonesia,2008-01-01,Área Agrícola,55600.0
Canada,2008-01-01,Área Agrícola,55349.208
Colombia,2008-01-01,Área Agrícola,42614.0
Ukraine,2008-01-01,Área Agrícola,41276.0
Türkiye,2008-01-01,Área Agrícola,39121.687
France,2008-01-01,Área Agrícola,29385.0
Spain,2008-01-01,Área Agrícola,24718.1
United Kingdom,2008-01-01,Área Agrícola,17703.4
Germany,2008-01-01,Área Agrícola,16925.7
Chile,2008-01-01,Área Agrícola,15784.0
Poland,2008-01-01,Área Agrícola,15607.7
Romania,2008-01-01,Área Agrícola,13620.86
Italy,2008-01-01,Área Agrícola,13337.7
Philippines,2008-01-01,Área Agrícola,12100.0
New Zealand,2008-01-01,Área Agrícola,11374.0
Viet Nam,2008-01-01,Área Agrícola,10292.0
Hungary,2008-01-01,Área Agrícola,5789.7
Bulgaria,2008-01-01,Área Agrícola,5029.6
Greece,2008-01-01,Área Agrícola,4758.34
Ireland,2008-01-01,Área Agrícola,4629.0
Japan,2008-01-01,Área Agrícola,4628.0
Portugal,2008-01-01,Área Agrícola,3725.7
Czech Republic,2008-01-01,Área Agrícola,3571.59
Austria,2008-01-01,Área Agrícola,3171.0
Sweden,2008-01-01,Área Agrícola,3075.8
Denmark,2008-01-01,Área Agrícola,2682.9
Lithuania,2008-01-01,Área Agrícola,2672.1
Finland,2008-01-01,Área Agrícola,2296.0
Slovak Republic,2008-01-01,Área Agrícola,1936.0
Netherlands,2008-01-01,Área Agrícola,1933.2
Iceland,2008-01-01,Área Agrícola,1880.0
Korea,2008-01-01,Área Agrícola,1875.243
Latvia,2008-01-01,Área Agrícola,1825.1
Costa Rica,2008-01-01,Área Agrícola,1793.0
Switzerland,2008-01-01,Área Agrícola,1542.93
Belgium,2008-01-01,Área Agrícola,1373.8
Croatia,2008-01-01,Área Agrícola,1299.58
Norway,2008-01-01,Área Agrícola,1024.1
Estonia,2008-01-01,Área Agrícola,906.5
Slovenia,2008-01-01,Área Agrícola,492.42
Israel,2008-01-01,Área Agrícola,289.2
Luxembourg,2008-01-01,Área Agrícola,130.5
Cyprus,2008-01-01,Área Agrícola,124.52
Malta,2008-01-01,Área Agrícola,10.33
China (People's Republic of),2009-01-01,Área Agrícola,528916.8
United States,2009-01-01,Área Agrícola,412415.0
Australia,2009-01-01,Área Agrícola,409028.751
Brazil,2009-01-01,Área Agrícola,231834.2
Kazakhstan,2009-01-01,Área Agrícola,217161.8
Russia,2009-01-01,Área Agrícola,215494.0
India,2009-01-01,Área Agrícola,179573.0
Argentina,2009-01-01,Área Agrícola,126267.9
Mexico,2009-01-01,Área Agrícola,102682.0
South Africa,2009-01-01,Área Agrícola,96891.0
Indonesia,2009-01-01,Área Agrícola,55600.0
Canada,2009-01-01,Área Agrícola,54823.571
Colombia,2009-01-01,Área Agrícola,42540.0
Ukraine,2009-01-01,Área Agrícola,41267.0
Türkiye,2009-01-01,Área Agrícola,38910.687
France,2009-01-01,Área Agrícola,35178.0
Spain,2009-01-01,Área Agrícola,24190.4
United Kingdom,2009-01-01,Área Agrícola,17325.0
Germany,2009-01-01,Área Agrícola,16889.6
Chile,2009-01-01,Área Agrícola,15782.0
Poland,2009-01-01,Área Agrícola,15624.6
Romania,2009-01-01,Área Agrícola,14156.48
Philippines,2009-01-01,Área Agrícola,12100.0
New Zealand,2009-01-01,Área Agrícola,11490.0
Viet Nam,2009-01-01,Área Agrícola,10760.1
Hungary,2009-01-01,Área Agrícola,5783.3
Greece,2009-01-01,Área Agrícola,5507.39
Bulgaria,2009-01-01,Área Agrícola,5051.86
Japan,2009-01-01,Área Agrícola,4608.5
Ireland,2009-01-01,Área Agrícola,4593.92
Portugal,2009-01-01,Área Agrícola,3695.16
Czech Republic,2009-01-01,Área Agrícola,3545.84
Austria,2009-01-01,Área Agrícola,3168.6
Sweden,2009-01-01,Área Agrícola,3067.2
Lithuania,2009-01-01,Área Agrícola,2689.0
Denmark,2009-01-01,Área Agrícola,2639.0
Finland,2009-01-01,Área Agrícola,2295.9
Slovak Republic,2009-01-01,Área Agrícola,1930.3
Netherlands,2009-01-01,Área Agrícola,1921.4
Korea,2009-01-01,Área Agrícola,1913.453
Iceland,2009-01-01,Área Agrícola,1880.0
Latvia,2009-01-01,Área Agrícola,1833.0
Costa Rica,2009-01-01,Área Agrícola,1816.0
Switzerland,2009-01-01,Área Agrícola,1539.99
Belgium,2009-01-01,Área Agrícola,1365.2
Croatia,2009-01-01,Área Agrícola,1333.84
Estonia,2009-01-01,Área Agrícola,931.8
Slovenia,2009-01-01,Área Agrícola,468.5
Israel,2009-01-01,Área Agrícola,294.8
Luxembourg,2009-01-01,Área Agrícola,130.8
Cyprus,2009-01-01,Área Agrícola,114.79
Malta,2009-01-01,Área Agrícola,11.45
China (People's Republic of),2010-01-01,Área Agrícola,528885.1
United States,2010-01-01,Área Agrícola,408426.2
Australia,2010-01-01,Área Agrícola,397451.002
Brazil,2010-01-01,Área Agrícola,232555.0
Kazakhstan,2010-01-01,Área Agrícola,216988.5
Russia,2010-01-01,Área Agrícola,215494.0
India,2010-01-01,Área Agrícola,179670.0
Argentina,2010-01-01,Área Agrícola,125318.4
Mexico,2010-01-01,Área Agrícola,101807.0
South Africa,2010-01-01,Área Agrícola,96374.0
Indonesia,2010-01-01,Área Agrícola,56500.0
Canada,2010-01-01,Área Agrícola,55918.146
Colombia,2010-01-01,Área Agrícola,42503.0
Ukraine,2010-01-01,Área Agrícola,41281.0
Türkiye,2010-01-01,Área Agrícola,39011.687
France,2010-01-01,Área Agrícola,29311.03
Spain,2010-01-01,Área Agrícola,23719.23
United Kingdom,2010-01-01,Área Agrícola,17231.0
Germany,2010-01-01,Área Agrícola,16704.04
Chile,2010-01-01,Área Agrícola,15743.0
Poland,2010-01-01,Área Agrícola,14603.2
Romania,2010-01-01,Área Agrícola,13981.62
Italy,2010-01-01,Área Agrícola,12885.19
Philippines,2010-01-01,Área Agrícola,12260.0
New Zealand,2010-01-01,Área Agrícola,11408.0
Viet Nam,2010-01-01,Área Agrícola,10768.6
Greece,2010-01-01,Área Agrícola,5425.62
Hungary,2010-01-01,Área Agrícola,5342.7
Bulgaria,2010-01-01,Área Agrícola,5087.95
Japan,2010-01-01,Área Agrícola,4592.3
Ireland,2010-01-01,Área Agrícola,4568.93
Portugal,2010-01-01,Área Agrícola,3653.93
Czech Republic,2010-01-01,Área Agrícola,3523.86
Austria,2010-01-01,Área Agrícola,3165.8
Sweden,2010-01-01,Área Agrícola,3073.7
Lithuania,2010-01-01,Área Agrícola,2772.3
Denmark,2010-01-01,Área Agrícola,2676.2
Finland,2010-01-01,Área Agrícola,2291.5
Slovak Republic,2010-01-01,Área Agrícola,1921.61
Netherlands,2010-01-01,Área Agrícola,1872.36
Korea,2010-01-01,Área Agrícola,1864.049
Costa Rica,2010-01-01,Área Agrícola,1819.0
Latvia,2010-01-01,Área Agrícola,1805.5
Iceland,2010-01-01,Área Agrícola,1591.031
Switzerland,2010-01-01,Área Agrícola,1537.14
Belgium,2010-01-01,Área Agrícola,1358.02
Croatia,2010-01-01,Área Agrícola,1326.08
Norway,2010-01-01,Área Agrícola,1006.0
Estonia,2010-01-01,Área Agrícola,948.8
Slovenia,2010-01-01,Área Agrícola,482.65
Israel,2010-01-01,Área Agrícola,283.2
Luxembourg,2010-01-01,Área Agrícola,131.22
Cyprus,2010-01-01,Área Agrícola,115.89
Malta,2010-01-01,Área Agrícola,11.45
China (People's Republic of),2011-01-01,Área Agrícola,528799.5
United States,2011-01-01,Área Agrícola,406927.7
Australia,2011-01-01,Área Agrícola,391686.179
Brazil,2011-01-01,Área Agrícola,233275.8
Kazakhstan,2011-01-01,Área Agrícola,217012.1
Russia,2011-01-01,Área Agrícola,215494.0
India,2011-01-01,Área Agrícola,179642.0
Argentina,2011-01-01,Área Agrícola,124741.9
Mexico,2011-01-01,Área Agrícola,101322.0
South Africa,2011-01-01,Área Agrícola,96341.0
Canada,2011-01-01,Área Agrícola,57184.62
Indonesia,2011-01-01,Área Agrícola,56500.0
Colombia,2011-01-01,Área Agrícola,41721.0
Ukraine,2011-01-01,Área Agrícola,41297.0
Türkiye,2011-01-01,Área Agrícola,38230.687
France,2011-01-01,Área Agrícola,28852.55
Spain,2011-01-01,Área Agrícola,23894.37
United Kingdom,2011-01-01,Área Agrícola,17172.0
Germany,2011-01-01,Área Agrícola,16721.3
Chile,2011-01-01,Área Agrícola,15789.0
Poland,2011-01-01,Área Agrícola,14780.2
Romania,2011-01-01,Área Agrícola,13733.14
Italy,2011-01-01,Área Agrícola,12670.2
Philippines,2011-01-01,Área Agrícola,12430.0
New Zealand,2011-01-01,Área Agrícola,11371.0
Viet Nam,2011-01-01,Área Agrícola,10793.3
Greece,2011-01-01,Área Agrícola,5532.34
Hungary,2011-01-01,Área Agrícola,5337.23
Bulgaria,2011-01-01,Área Agrícola,5122.98
Japan,2011-01-01,Área Agrícola,4560.9
Ireland,2011-01-01,Área Agrícola,4555.5
Portugal,2011-01-01,Área Agrícola,3649.56
Czech Republic,2011-01-01,Área Agrícola,3504.03
Sweden,2011-01-01,Área Agrícola,3063.1
Austria,2011-01-01,Área Agrícola,2868.15
Lithuania,2011-01-01,Área Agrícola,2805.9
Denmark,2011-01-01,Área Agrícola,2672.6
Finland,2011-01-01,Área Agrícola,2286.7
Slovak Republic,2011-01-01,Área Agrícola,1929.7
Netherlands,2011-01-01,Área Agrícola,1858.39
Korea,2011-01-01,Área Agrícola,1841.441
Costa Rica,2011-01-01,Área Agrícola,1819.0
Latvia,2011-01-01,Área Agrícola,1815.9
Iceland,2011-01-01,Área Agrícola,1591.031
Switzerland,2011-01-01,Área Agrícola,1534.32
Belgium,2011-01-01,Área Agrícola,1337.25
Croatia,2011-01-01,Área Agrícola,1330.97
Norway,2011-01-01,Área Agrícola,998.9
Estonia,2011-01-01,Área Agrícola,946.0
Slovenia,2011-01-01,Área Agrícola,458.2
Israel,2011-01-01,Área Agrícola,289.2
Luxembourg,2011-01-01,Área Agrícola,131.27
Cyprus,2011-01-01,Área Agrícola,115.94
Malta,2011-01-01,Área Agrícola,11.45
China (People's Republic of),2012-01-01,Área Agrícola,528801.5
United States,2012-01-01,Área Agrícola,423893.239
Australia,2012-01-01,Área Agrícola,405473.623
Brazil,2012-01-01,Área Agrícola,233996.6
Kazakhstan,2012-01-01,Área Agrícola,216994.1
Russia,2012-01-01,Área Agrícola,215494.0
India,2012-01-01,Área Agrícola,179698.0
Argentina,2012-01-01,Área Agrícola,122937.4
Mexico,2012-01-01,Área Agrícola,100512.0
South Africa,2012-01-01,Área Agrícola,96341.0
Canada,2012-01-01,Área Agrícola,57325.642
Indonesia,2012-01-01,Área Agrícola,57000.0
Colombia,2012-01-01,Área Agrícola,42617.6
Ukraine,2012-01-01,Área Agrícola,42114.0
Türkiye,2012-01-01,Área Agrícola,38398.687
France,2012-01-01,Área Agrícola,29000.83
Spain,2012-01-01,Área Agrícola,23463.12
United Kingdom,2012-01-01,Área Agrícola,17282.0
Germany,2012-01-01,Área Agrícola,16667.3
Chile,2012-01-01,Área Agrícola,15755.0
Poland,2012-01-01,Área Agrícola,14529.4
Romania,2012-01-01,Área Agrícola,13904.64
Italy,2012-01-01,Área Agrícola,12548.1
Philippines,2012-01-01,Área Agrícola,12469.0
New Zealand,2012-01-01,Área Agrícola,11209.0
Viet Nam,2012-01-01,Área Agrícola,10852.8
Hungary,2012-01-01,Área Agrícola,5338.02
Greece,2012-01-01,Área Agrícola,5134.71
Bulgaria,2012-01-01,Área Agrícola,4995.11
Japan,2012-01-01,Área Agrícola,4549.5
Ireland,2012-01-01,Área Agrícola,4532.29
Portugal,2012-01-01,Área Agrícola,3664.7
Czech Republic,2012-01-01,Área Agrícola,3525.89
Sweden,2012-01-01,Área Agrícola,3031.5
Austria,2012-01-01,Área Agrícola,2863.58
Lithuania,2012-01-01,Área Agrícola,2842.2
Denmark,2012-01-01,Área Agrícola,2663.6
Finland,2012-01-01,Área Agrícola,2285.2
Slovak Republic,2012-01-01,Área Agrícola,1927.45
Netherlands,2012-01-01,Área Agrícola,1841.6
Latvia,2012-01-01,Área Agrícola,1840.9
Costa Rica,2012-01-01,Área Agrícola,1812.0
Korea,2012-01-01,Área Agrícola,1804.082
Iceland,2012-01-01,Área Agrícola,1591.031
Switzerland,2012-01-01,Área Agrícola,1531.43
Belgium,2012-01-01,Área Agrícola,1333.91
Croatia,2012-01-01,Área Agrícola,1300.81
Norway,2012-01-01,Área Agrícola,992.9
Estonia,2012-01-01,Área Agrícola,955.9
Slovenia,2012-01-01,Área Agrícola,479.65
Israel,2012-01-01,Área Agrícola,298.27
Luxembourg,2012-01-01,Área Agrícola,131.42
Cyprus,2012-01-01,Área Agrícola,107.13
Malta,2012-01-01,Área Agrícola,11.69
China (People's Republic of),2013-01-01,Área Agrícola,528695.0
United States,2013-01-01,Área Agrícola,422480.963
Australia,2013-01-01,Área Agrícola,396615.288
Brazil,2013-01-01,Área Agrícola,234717.4
Kazakhstan,2013-01-01,Área Agrícola,216799.4
Russia,2013-01-01,Área Agrícola,215494.0
India,2013-01-01,Área Agrícola,179728.0
Argentina,2013-01-01,Área Agrícola,120012.9
Mexico,2013-01-01,Área Agrícola,99486.0
South Africa,2013-01-01,Área Agrícola,96341.0
Canada,2013-01-01,Área Agrícola,57329.863
Indonesia,2013-01-01,Área Agrícola,57000.0
Colombia,2013-01-01,Área Agrícola,44815.6
Ukraine,2013-01-01,Área Agrícola,42099.0
Türkiye,2013-01-01,Área Agrícola,38421.687
France,2013-01-01,Área Agrícola,29146.02
Spain,2013-01-01,Área Agrícola,23494.57
United Kingdom,2013-01-01,Área Agrícola,17259.0
Germany,2013-01-01,Área Agrícola,16699.6
Chile,2013-01-01,Área Agrícola,15781.0
Poland,2013-01-01,Área Agrícola,14409.9
Romania,2013-01-01,Área Agrícola,13830.42
Philippines,2013-01-01,Área Agrícola,12498.0
Italy,2013-01-01,Área Agrícola,12426.0
New Zealand,2013-01-01,Área Agrícola,11106.0
Viet Nam,2013-01-01,Área Agrícola,10873.7
Hungary,2013-01-01,Área Agrícola,5339.98
Greece,2013-01-01,Área Agrícola,5213.04
Bulgaria,2013-01-01,Área Agrícola,4976.82
Japan,2013-01-01,Área Agrícola,4536.6
Ireland,2013-01-01,Área Agrícola,4477.64
Portugal,2013-01-01,Área Agrícola,3718.16
Czech Republic,2013-01-01,Área Agrícola,3521.0
Sweden,2013-01-01,Área Agrícola,3036.08
Lithuania,2013-01-01,Área Agrícola,2891.4
Austria,2013-01-01,Área Agrícola,2862.44
Denmark,2013-01-01,Área Agrícola,2627.8
