country,date,label,value
Finland,2013-01-01,Área Agrícola,2258.6
Slovak Republic,2013-01-01,Área Agrícola,1928.51
Latvia,2013-01-01,Área Agrícola,1877.7
Netherlands,2013-01-01,Área Agrícola,1847.6
Costa Rica,2013-01-01,Área Agrícola,1801.0
Korea,2013-01-01,Área Agrícola,1786.419
Iceland,2013-01-01,Área Agrícola,1591.031
Switzerland,2013-01-01,Área Agrícola,1528.71
Belgium,2013-01-01,Área Agrícola,1338.57
Croatia,2013-01-01,Área Agrícola,1240.87
Norway,2013-01-01,Área Agrícola,987.1
Estonia,2013-01-01,Área Agrícola,965.9
Slovenia,2013-01-01,Área Agrícola,478.89
Israel,2013-01-01,Área Agrícola,292.3
Luxembourg,2013-01-01,Área Agrícola,131.04
Cyprus,2013-01-01,Área Agrícola,107.03
Malta,2013-01-01,Área Agrícola,11.69
China (People's Republic of),2014-01-01,Área Agrícola,528633.4
United States,2014-01-01,Área Agrícola,424330.151
Australia,2014-01-01,Área Agrícola,406269.028
Brazil,2014-01-01,Área Agrícola,235438.2
Kazakhstan,2014-01-01,Área Agrícola,216259.7
Russia,2014-01-01,Área Agrícola,215494.0
India,2014-01-01,Área Agrícola,179675.0
Argentina,2014-01-01,Área Agrícola,117088.4
Mexico,2014-01-01,Área Agrícola,98748.0
South Africa,2014-01-01,Área Agrícola,96341.0
Indonesia,2014-01-01,Área Agrícola,57300.0
Canada,2014-01-01,Área Agrícola,56845.058
Colombia,2014-01-01,Área Agrícola,44784.7
Ukraine,2014-01-01,Área Agrícola,42095.0
Türkiye,2014-01-01,Área Agrícola,38559.687
France,2014-01-01,Área Agrícola,29070.82
Spain,2014-01-01,Área Agrícola,23571.78
United Kingdom,2014-01-01,Área Agrícola,17240.0
Germany,2014-01-01,Área Agrícola,16724.8
Chile,2014-01-01,Área Agrícola,15761.2
Poland,2014-01-01,Área Agrícola,14424.2
Romania,2014-01-01,Área Agrícola,13858.42
Italy,2014-01-01,Área Agrícola,12720.15
Philippines,2014-01-01,Área Agrícola,12527.0
Viet Nam,2014-01-01,Área Agrícola,12147.8
New Zealand,2014-01-01,Área Agrícola,11122.0
Greece,2014-01-01,Área Agrícola,5406.72
Hungary,2014-01-01,Área Agrícola,5346.3
Bulgaria,2014-01-01,Área Agrícola,5011.49
Japan,2014-01-01,Área Agrícola,4518.4
Ireland,2014-01-01,Área Agrícola,4465.38
Portugal,2014-01-01,Área Agrícola,3699.69
Czech Republic,2014-01-01,Área Agrícola,3515.56
Sweden,2014-01-01,Área Agrícola,3036.07
Lithuania,2014-01-01,Área Agrícola,2952.3
Austria,2014-01-01,Área Agrícola,2716.16
Denmark,2014-01-01,Área Agrícola,2652.0
Finland,2014-01-01,Área Agrícola,2267.2
Slovak Republic,2014-01-01,Área Agrícola,1924.73
Latvia,2014-01-01,Área Agrícola,1872.5
Netherlands,2014-01-01,Área Agrícola,1839.0
Korea,2014-01-01,Área Agrícola,1789.878
Costa Rica,2014-01-01,Área Agrícola,1778.0
Iceland,2014-01-01,Área Agrícola,1591.031
Croatia,2014-01-01,Área Agrícola,1537.63
Switzerland,2014-01-01,Área Agrícola,1526.02
Belgium,2014-01-01,Área Agrícola,1333.4
Norway,2014-01-01,Área Agrícola,986.8
Estonia,2014-01-01,Área Agrícola,974.8
Slovenia,2014-01-01,Área Agrícola,482.21
Israel,2014-01-01,Área Agrícola,309.796
Luxembourg,2014-01-01,Área Agrícola,131.08
Cyprus,2014-01-01,Área Agrícola,126.47
Malta,2014-01-01,Área Agrícola,11.69
China (People's Republic of),2015-01-01,Área Agrícola,528552.9
United States,2015-01-01,Área Agrícola,422568.321
Australia,2015-01-01,Área Agrícola,384557.865
Brazil,2015-01-01,Área Agrícola,236159.0
Kazakhstan,2015-01-01,Área Agrícola,216242.1
Russia,2015-01-01,Área Agrícola,215494.0
India,2015-01-01,Área Agrícola,179578.0
Argentina,2015-01-01,Área Agrícola,114163.9
Mexico,2015-01-01,Área Agrícola,98680.0
South Africa,2015-01-01,Área Agrícola,96341.0
Indonesia,2015-01-01,Área Agrícola,60200.0
Canada,2015-01-01,Área Agrícola,55945.643
Colombia,2015-01-01,Área Agrícola,44753.9
Ukraine,2015-01-01,Área Agrícola,42102.0
Türkiye,2015-01-01,Área Agrícola,38550.687
France,2015-01-01,Área Agrícola,29058.27
Spain,2015-01-01,Área Agrícola,23897.14
United Kingdom,2015-01-01,Área Agrícola,17144.0
Germany,2015-01-01,Área Agrícola,16730.7
Chile,2015-01-01,Área Agrícola,15785.0
Poland,2015-01-01,Área Agrícola,14398.2
Romania,2015-01-01,Área Agrícola,13520.85
Italy,2015-01-01,Área Agrícola,12660.89
Philippines,2015-01-01,Área Agrícola,12556.0
Viet Nam,2015-01-01,Área Agrícola,12172.2
New Zealand,2015-01-01,Área Agrícola,10850.0
Hungary,2015-01-01,Área Agrícola,5346.45
Greece,2015-01-01,Área Agrícola,5291.71
Bulgaria,2015-01-01,Área Agrícola,5021.41
Japan,2015-01-01,Área Agrícola,4495.9
Ireland,2015-01-01,Área Agrícola,4430.97
Portugal,2015-01-01,Área Agrícola,3695.03
Czech Republic,2015-01-01,Área Agrícola,3493.72
Sweden,2015-01-01,Área Agrícola,3028.35
Lithuania,2015-01-01,Área Agrícola,3005.96
Austria,2015-01-01,Área Agrícola,2720.4
Denmark,2015-01-01,Área Agrícola,2632.95
Finland,2015-01-01,Área Agrícola,2273.3
Slovak Republic,2015-01-01,Área Agrícola,1921.56
Latvia,2015-01-01,Área Agrícola,1884.8
Netherlands,2015-01-01,Área Agrícola,1845.75
Costa Rica,2015-01-01,Área Agrícola,1777.5
Korea,2015-01-01,Área Agrícola,1717.139
Iceland,2015-01-01,Área Agrícola,1591.031
Croatia,2015-01-01,Área Agrícola,1546.02
Switzerland,2015-01-01,Área Agrícola,1523.32
Belgium,2015-01-01,Área Agrícola,1330.88
Estonia,2015-01-01,Área Agrícola,993.6
Norway,2015-01-01,Área Agrícola,986.0
Slovenia,2015-01-01,Área Agrícola,476.86
Israel,2015-01-01,Área Agrícola,305.989
Luxembourg,2015-01-01,Área Agrícola,131.38
Cyprus,2015-01-01,Área Agrícola,112.31
Malta,2015-01-01,Área Agrícola,11.58
China (People's Republic of),2016-01-01,Área Agrícola,528512.1
United States,2016-01-01,Área Agrícola,422826.242
Australia,2016-01-01,Área Agrícola,371078.257
Brazil,2016-01-01,Área Agrícola,236878.6
Kazakhstan,2016-01-01,Área Agrícola,216213.7
Russia,2016-01-01,Área Agrícola,215494.0
India,2016-01-01,Área Agrícola,179235.604
Argentina,2016-01-01,Área Agrícola,111239.4
Mexico,2016-01-01,Área Agrícola,98338.0
South Africa,2016-01-01,Área Agrícola,96341.0
Indonesia,2016-01-01,Área Agrícola,62300.0
Canada,2016-01-01,Área Agrícola,55390.723
Colombia,2016-01-01,Área Agrícola,44723.0
Ukraine,2016-01-01,Área Agrícola,42075.0
Türkiye,2016-01-01,Área Agrícola,38327.687
France,2016-01-01,Área Agrícola,29101.11
Spain,2016-01-01,Área Agrícola,23816.33
United Kingdom,2016-01-01,Área Agrícola,17357.0
Germany,2016-01-01,Área Agrícola,16658.9
Chile,2016-01-01,Área Agrícola,15741.8
Poland,2016-01-01,Área Agrícola,14405.6
Romania,2016-01-01,Área Agrícola,13377.93
Italy,2016-01-01,Área Agrícola,12843.32
Philippines,2016-01-01,Área Agrícola,12585.0
Viet Nam,2016-01-01,Área Agrícola,12168.8
New Zealand,2016-01-01,Área Agrícola,10674.0
Hungary,2016-01-01,Área Agrícola,5348.97
Greece,2016-01-01,Área Agrícola,5259.7
Bulgaria,2016-01-01,Área Agrícola,5029.53
Japan,2016-01-01,Área Agrícola,4471.5
Ireland,2016-01-01,Área Agrícola,4460.9
Portugal,2016-01-01,Área Agrícola,3638.04
Czech Republic,2016-01-01,Área Agrícola,3488.79
Sweden,2016-01-01,Área Agrícola,3020.92
Lithuania,2016-01-01,Área Agrícola,2954.06
Austria,2016-01-01,Área Agrícola,2688.83
Denmark,2016-01-01,Área Agrícola,2625.1
Finland,2016-01-01,Área Agrícola,2274.5
Latvia,2016-01-01,Área Agrícola,1930.6
Slovak Republic,2016-01-01,Área Agrícola,1918.88
Netherlands,2016-01-01,Área Agrícola,1796.26
Costa Rica,2016-01-01,Área Agrícola,1777.5
Korea,2016-01-01,Área Agrícola,1714.544
Iceland,2016-01-01,Área Agrícola,1591.031
Switzerland,2016-01-01,Área Agrícola,1520.53
Croatia,2016-01-01,Área Agrícola,1496.66
Belgium,2016-01-01,Área Agrícola,1352.95
Estonia,2016-01-01,Área Agrícola,1003.51
Norway,2016-01-01,Área Agrícola,983.66
Slovenia,2016-01-01,Área Agrícola,477.67
Israel,2016-01-01,Área Agrícola,308.2
Luxembourg,2016-01-01,Área Agrícola,130.65
Cyprus,2016-01-01,Área Agrícola,121.73
Malta,2016-01-01,Área Agrícola,11.58
China (People's Republic of),2017-01-01,Área Agrícola,528509.7
United States,2017-01-01,Área Agrícola,422826.242
Australia,2017-01-01,Área Agrícola,393797.177
Brazil,2017-01-01,Área Agrícola,236878.801
Kazakhstan,2017-01-01,Área Agrícola,216036.1
Russia,2017-01-01,Área Agrícola,215494.0
India,2017-01-01,Área Agrícola,179115.564
Argentina,2017-01-01,Área Agrícola,108381.76
Mexico,2017-01-01,Área Agrícola,96946.0
South Africa,2017-01-01,Área Agrícola,96341.0
Indonesia,2017-01-01,Área Agrícola,62300.0
Canada,2017-01-01,Área Agrícola,56596.734
Colombia,2017-01-01,Área Agrícola,49499.0
Ukraine,2017-01-01,Área Agrícola,41913.0
Türkiye,2017-01-01,Área Agrícola,37963.0
France,2017-01-01,Área Agrícola,29101.33
Spain,2017-01-01,Área Agrícola,23840.7
United Kingdom,2017-01-01,Área Agrícola,17472.0
Germany,2017-01-01,Área Agrícola,16687.3
Chile,2017-01-01,Área Agrícola,15757.0
Poland,2017-01-01,Área Agrícola,14497.6
Romania,2017-01-01,Área Agrícola,13413.74
Italy,2017-01-01,Área Agrícola,13005.75
Philippines,2017-01-01,Área Agrícola,12614.0
Viet Nam,2017-01-01,Área Agrícola,12140.5
New Zealand,2017-01-01,Área Agrícola,10779.0
Hungary,2017-01-01,Área Agrícola,5352.28
Greece,2017-01-01,Área Agrícola,5152.43
Bulgaria,2017-01-01,Área Agrícola,5030.28
Ireland,2017-01-01,Área Agrícola,4489.21
Japan,2017-01-01,Área Agrícola,4443.7
Portugal,2017-01-01,Área Agrícola,3708.38
Czech Republic,2017-01-01,Área Agrícola,3521.33
Sweden,2017-01-01,Área Agrícola,3011.37
Lithuania,2017-01-01,Área Agrícola,2935.31
Austria,2017-01-01,Área Agrícola,2655.56
Denmark,2017-01-01,Área Agrícola,2631.3
Finland,2017-01-01,Área Agrícola,2272.2
Latvia,2017-01-01,Área Agrícola,1932.2
Slovak Republic,2017-01-01,Área Agrícola,1910.65
Netherlands,2017-01-01,Área Agrícola,1789.99
Costa Rica,2017-01-01,Área Agrícola,1779.5
Korea,2017-01-01,Área Agrícola,1675.108
Iceland,2017-01-01,Área Agrícola,1591.031
Switzerland,2017-01-01,Área Agrícola,1517.66
Croatia,2017-01-01,Área Agrícola,1485.65
Belgium,2017-01-01,Área Agrícola,1329.15
Norway,2017-01-01,Área Agrícola,985.11
Estonia,2017-01-01,Área Agrícola,981.83
Slovenia,2017-01-01,Área Agrícola,481.42
Israel,2017-01-01,Área Agrícola,297.1
Cyprus,2017-01-01,Área Agrícola,132.44
Luxembourg,2017-01-01,Área Agrícola,131.16
Malta,2017-01-01,Área Agrícola,11.58
China (People's Republic of),2018-01-01,Área Agrícola,528509.2
United States,2018-01-01,Área Agrícola,424445.02
Australia,2018-01-01,Área Agrícola,378081.996
Brazil,2018-01-01,Área Agrícola,236878.801
Russia,2018-01-01,Área Agrícola,215494.0
Kazakhstan,2018-01-01,Área Agrícola,213974.3
India,2018-01-01,Área Agrícola,179044.947
Argentina,2018-01-01,Área Agrícola,108381.76
Mexico,2018-01-01,Área Agrícola,96516.0
South Africa,2018-01-01,Área Agrícola,96341.0
Indonesia,2018-01-01,Área Agrícola,62300.0
Canada,2018-01-01,Área Agrícola,56522.906
Colombia,2018-01-01,Área Agrícola,49492.0
Ukraine,2018-01-01,Área Agrícola,41892.0
Türkiye,2018-01-01,Área Agrícola,37797.0
France,2018-01-01,Área Agrícola,29020.16
Spain,2018-01-01,Área Agrícola,24201.91
United Kingdom,2018-01-01,Área Agrícola,17357.0
Germany,2018-01-01,Área Agrícola,16645.1
Chile,2018-01-01,Área Agrícola,15695.0
Poland,2018-01-01,Área Agrícola,14539.55
Romania,2018-01-01,Área Agrícola,13825.61
Italy,2018-01-01,Área Agrícola,12908.75
Philippines,2018-01-01,Área Agrícola,12643.0
Viet Nam,2018-01-01,Área Agrícola,12388.0
New Zealand,2018-01-01,Área Agrícola,10632.0
Hungary,2018-01-01,Área Agrícola,5343.78
Greece,2018-01-01,Área Agrícola,5288.05
Bulgaria,2018-01-01,Área Agrícola,5037.47
Ireland,2018-01-01,Área Agrícola,4516.04
Japan,2018-01-01,Área Agrícola,4419.2
Portugal,2018-01-01,Área Agrícola,3752.98
Czech Republic,2018-01-01,Área Agrícola,3523.22
Sweden,2018-01-01,Área Agrícola,3000.39
Lithuania,2018-01-01,Área Agrícola,2947.23
Austria,2018-01-01,Área Agrícola,2653.84
Denmark,2018-01-01,Área Agrícola,2632.5
Finland,2018-01-01,Área Agrícola,2271.9
Latvia,2018-01-01,Área Agrícola,1937.9
Slovak Republic,2018-01-01,Área Agrícola,1919.54
Netherlands,2018-01-01,Área Agrícola,1822.4
Costa Rica,2018-01-01,Área Agrícola,1782.5
Korea,2018-01-01,Área Agrícola,1693.795
Iceland,2018-01-01,Área Agrícola,1591.031
Switzerland,2018-01-01,Área Agrícola,1514.68
Croatia,2018-01-01,Área Agrícola,1504.45
Belgium,2018-01-01,Área Agrícola,1356.08
Norway,2018-01-01,Área Agrícola,986.3
Estonia,2018-01-01,Área Agrícola,984.67
Slovenia,2018-01-01,Área Agrícola,477.93
Israel,2018-01-01,Área Agrícola,353.212
Luxembourg,2018-01-01,Área Agrícola,131.56
Cyprus,2018-01-01,Área Agrícola,125.35
Malta,2018-01-01,Área Agrícola,11.58
China (People's Republic of),2019-01-01,Área Agrícola,528508.1
United States,2019-01-01,Área Agrícola,418374.603
Australia,2019-01-01,Área Agrícola,383801.493
Brazil,2019-01-01,Área Agrícola,236878.801
Russia,2019-01-01,Área Agrícola,215494.0
Kazakhstan,2019-01-01,Área Agrícola,214003.2
India,2019-01-01,Área Agrícola,179045.076
Argentina,2019-01-01,Área Agrícola,108381.76
South Africa,2019-01-01,Área Agrícola,96341.0
Mexico,2019-01-01,Área Agrícola,96106.0
Indonesia,2019-01-01,Área Agrícola,62300.0
Canada,2019-01-01,Área Agrícola,55679.41
Colombia,2019-01-01,Área Agrícola,49609.0
Ukraine,2019-01-01,Área Agrícola,41892.0
Türkiye,2019-01-01,Área Agrícola,37797.0
France,2019-01-01,Área Agrícola,29024.18
Spain,2019-01-01,Área Agrícola,24371.66
United Kingdom,2019-01-01,Área Agrícola,17529.0
Germany,2019-01-01,Área Agrícola,16666.0
Chile,2019-01-01,Área Agrícola,15671.0
Poland,2019-01-01,Área Agrícola,14550.35
Italy,2019-01-01,Área Agrícola,13150.2
Romania,2019-01-01,Área Agrícola,13048.8
Philippines,2019-01-01,Área Agrícola,12675.0
Viet Nam,2019-01-01,Área Agrícola,12360.0
New Zealand,2019-01-01,Área Agrícola,10428.0
Hungary,2019-01-01,Área Agrícola,5309.52
Greece,2019-01-01,Área Agrícola,5153.38
Bulgaria,2019-01-01,Área Agrícola,5047.25
Ireland,2019-01-01,Área Agrícola,4524.15
Japan,2019-01-01,Área Agrícola,4396.9
Portugal,2019-01-01,Área Agrícola,3966.67
Czech Republic,2019-01-01,Área Agrícola,3523.66
Sweden,2019-01-01,Área Agrícola,3004.78
Lithuania,2019-01-01,Área Agrícola,2974.99
Austria,2019-01-01,Área Agrícola,2652.22
Denmark,2019-01-01,Área Agrícola,2626.0
Finland,2019-01-01,Área Agrícola,2273.8
Latvia,2019-01-01,Área Agrícola,1959.4
Slovak Republic,2019-01-01,Área Agrícola,1915.73
Netherlands,2019-01-01,Área Agrícola,1816.32
Costa Rica,2019-01-01,Área Agrícola,1775.5
Korea,2019-01-01,Área Agrícola,1676.253
Iceland,2019-01-01,Área Agrícola,1591.031
Switzerland,2019-01-01,Área Agrícola,1512.1
Croatia,2019-01-01,Área Agrícola,1506.21
Belgium,2019-01-01,Área Agrícola,1358.7
Estonia,2019-01-01,Área Agrícola,988.41
Norway,2019-01-01,Área Agrícola,981.82
Slovenia,2019-01-01,Área Agrícola,479.82
Israel,2019-01-01,Área Agrícola,293.5
Luxembourg,2019-01-01,Área Agrícola,131.59
Cyprus,2019-01-01,Área Agrícola,127.78
Malta,2019-01-01,Área Agrícola,10.7
Australia,2020-01-01,Área Agrícola,377002.256
Mexico,2020-01-01,Área Agrícola,97138.0
Canada,2020-01-01,Área Agrícola,55845.207
Colombia,2020-01-01,Área Agrícola,48242.823
Türkiye,2020-01-01,Área Agrícola,37762.0
France,2020-01-01,Área Agrícola,28897.88
Spain,2020-01-01,Área Agrícola,24434.63
Germany,2020-01-01,Área Agrícola,16595.0
Chile,2020-01-01,Área Agrícola,15710.0
Poland,2020-01-01,Área Agrícola,14754.86
Italy,2020-01-01,Área Agrícola,13122.14
Romania,2020-01-01,Área Agrícola,13078.88
New Zealand,2020-01-01,Área Agrícola,10234.0
Greece,2020-01-01,Área Agrícola,5267.52
Bulgaria,2020-01-01,Área Agrícola,5046.6
Hungary,2020-01-01,Área Agrícola,4997.88
Ireland,2020-01-01,Área Agrícola,4511.42
Japan,2020-01-01,Área Agrícola,4372.2
Portugal,2020-01-01,Área Agrícola,3970.41
Czech Republic,2020-01-01,Área Agrícola,3523.87
Sweden,2020-01-01,Área Agrícola,3005.54
Lithuania,2020-01-01,Área Agrícola,2942.78
Austria,2020-01-01,Área Agrícola,2646.96
Denmark,2020-01-01,Área Agrícola,2620.0
Finland,2020-01-01,Área Agrícola,2270.0
Latvia,2020-01-01,Área Agrícola,1969.0
Slovak Republic,2020-01-01,Área Agrícola,1910.04
Netherlands,2020-01-01,Área Agrícola,1814.45
Costa Rica,2020-01-01,Área Agrícola,1761.5
Korea,2020-01-01,Área Agrícola,1656.483
Iceland,2020-01-01,Área Agrícola,1591.031
Switzerland,2020-01-01,Área Agrícola,1510.38
Croatia,2020-01-01,Área Agrícola,1476.35
Belgium,2020-01-01,Área Agrícola,1367.08
Norway,2020-01-01,Área Agrícola,985.96
Estonia,2020-01-01,Área Agrícola,985.46
Slovenia,2020-01-01,Área Agrícola,484.06
Israel,2020-01-01,Área Agrícola,288.311
Luxembourg,2020-01-01,Área Agrícola,132.14
Cyprus,2020-01-01,Área Agrícola,123.45
Malta,2020-01-01,Área Agrícola,10.73
Australia,2021-01-01,Área Agrícola,387264.589
Canada,2021-01-01,Área Agrícola,54904.117
Türkiye,2021-01-01,Área Agrícola,38089.0
Spain,2021-01-01,Área Agrícola,24420.4
Germany,2021-01-01,Área Agrícola,16591.5
Poland,2021-01-01,Área Agrícola,14521.86
Italy,2021-01-01,Área Agrícola,12987.42
New Zealand,2021-01-01,Área Agrícola,10175.0
Greece,2021-01-01,Área Agrícola,5137.04
Hungary,2021-01-01,Área Agrícola,5049.01
Japan,2021-01-01,Área Agrícola,4348.6
Ireland,2021-01-01,Área Agrícola,4337.13
Portugal,2021-01-01,Área Agrícola,3980.49
Czech Republic,2021-01-01,Área Agrícola,3529.8
Sweden,2021-01-01,Área Agrícola,3002.91
Lithuania,2021-01-01,Área Agrícola,2937.81
Denmark,2021-01-01,Área Agrícola,2618.4
Austria,2021-01-01,Área Agrícola,2602.49
Finland,2021-01-01,Área Agrícola,2268.0
Latvia,2021-01-01,Área Agrícola,1970.1
Slovak Republic,2021-01-01,Área Agrícola,1856.13
Netherlands,2021-01-01,Área Agrícola,1811.91
Iceland,2021-01-01,Área Agrícola,1591.031
Belgium,2021-01-01,Área Agrícola,1368.31
Estonia,2021-01-01,Área Agrícola,986.67
Slovenia,2021-01-01,Área Agrícola,479.49
Israel,2021-01-01,Área Agrícola,289.094
Luxembourg,2021-01-01,Área Agrícola,132.81
